acc_id,obs_id,title,author,Year,doi,stated_genus,stated_species,species_accepted,genus_accepted,family_accepted,order_accepted,class_accepted,biophys,experimental,pop_genetic,pop_genomic,lab,field_tracking,field_recruitment,biogeog_realm,pld_justcat,just_coral_specific,just_repro_mode_specific,just_order_specific,just_family_specific,just_genus_specific,just_species_specific,CnB2010,n_empirical_cite
A_3610,A_3610_10,Chemical mediation of coral larval settlement by crustose coralline algae,"Tebben, J.; Motti, C. A.; Siboni, Nachshon; Tapiolas, D. M.; Negri, A. P.; Schupp, P. J.; Kitamura, Makoto; Hatta, Masayuki; Steinberg, P. D.; Harder, T.",2015,10.1038/srep10803,Pseudosiderastrea,Pseudosiderastrea tayamai,Pseudosiderastrea tayamai,Pseudosiderastrea,Rhizangiidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3611,A_3611_01,Latitudinal variation in thermal tolerance thresholds of early life stages of corals,"Woolsey, E. S.; Keith, S. A.; Byrne, M.; Schmidt-Roach, S.; Baird, A. H.",2015,10.1007/s00338-014-1253-z,Acropora,Acropora millepora,Acropora millepora,Acropora,Acroporidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3611,A_3611_02,Latitudinal variation in thermal tolerance thresholds of early life stages of corals,"Woolsey, E. S.; Keith, S. A.; Byrne, M.; Schmidt-Roach, S.; Baird, A. H.",2015,10.1007/s00338-014-1253-z,Acropora,Acropora spathulata,Acropora spathulata,Acropora,Acroporidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3611,A_3611_03,Latitudinal variation in thermal tolerance thresholds of early life stages of corals,"Woolsey, E. S.; Keith, S. A.; Byrne, M.; Schmidt-Roach, S.; Baird, A. H.",2015,10.1007/s00338-014-1253-z,Acropora,Acropora spathulata,Acropora spathulata,Acropora,Acroporidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3611,A_3611_04,Latitudinal variation in thermal tolerance thresholds of early life stages of corals,"Woolsey, E. S.; Keith, S. A.; Byrne, M.; Schmidt-Roach, S.; Baird, A. H.",2015,10.1007/s00338-014-1253-z,Goniastrea,Goniastrea favulus,Goniastrea favulus,Goniastrea,Merulinidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3611,A_3611_05,Latitudinal variation in thermal tolerance thresholds of early life stages of corals,"Woolsey, E. S.; Keith, S. A.; Byrne, M.; Schmidt-Roach, S.; Baird, A. H.",2015,10.1007/s00338-014-1253-z,Goniastrea,Goniastrea favulus,Goniastrea favulus,Goniastrea,Merulinidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3611,A_3611_06,Latitudinal variation in thermal tolerance thresholds of early life stages of corals,"Woolsey, E. S.; Keith, S. A.; Byrne, M.; Schmidt-Roach, S.; Baird, A. H.",2015,10.1007/s00338-014-1253-z,Goniastrea,Goniastrea australensis,Paragoniastrea australensis,Paragoniastrea,Merulinidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3611,A_3611_07,Latitudinal variation in thermal tolerance thresholds of early life stages of corals,"Woolsey, E. S.; Keith, S. A.; Byrne, M.; Schmidt-Roach, S.; Baird, A. H.",2015,10.1007/s00338-014-1253-z,Cyphastrea,Cyphastrea microphthalma,Cyphastrea microphthalma,Cyphastrea,Merulinidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3624,A_3624,Symbiodinium identity alters the temperature-dependent settlement behaviour of Acropora millepora coral larvae before the onset of symbiosis,"Winkler, Natalia S.; Pandolfi, John M.; Sampayo, Eugenia M.",2015,10.1098/rspb.2014.2260,Acropora,Acropora millepora,Acropora millepora,Acropora,Acroporidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3631,A_3631,Measuring and Recreating Hydrodynamic Environments at Biologically Relevant Scales,"Hata, Tom",2015,NA,Isopora,Isopora cuneata,Isopora cuneata,Isopora,Acroporidae,Scleractinia,Hexacorallia,1,1,0,0,1,0,0,Central Indo-Pacific,own_data,1,1,1,1,1,1,0,NA
B_5199,B_5199,First record of Caryophyllia smithii in the central southern North Sea: Artificial reefs affect range extensions of sessile benthic species,Coolen J.W.P.; Lengkeek W.; Lewis G.; Bos O.G.; Van Walraven L.; Van Dongen U.,2015,10.1017/S1755267215001165,Caryophyllia,Caryophyllia smithii,Caryophyllia smithii,Caryophyllia,Caryophylliidae,Scleractinia,Hexacorallia,0,1,0,0,0,0,1,Temperate Northern Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_0031,A_0031,Emergent patterns of population genetic structure for a coral reef community,"Selkoe, Kimberly A.; Gaggiotti, Oscar E.; Bowen, Brian W.; Toonen, Robert J.",2014,10.1111/mec.12804,Montipora,Montipora capitata,Montipora capitata,Montipora,Acroporidae,Scleractinia,Hexacorallia,0,0,1,0,0,0,0,Eastern Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_0182,A_0182,Are cyclones agents for connectivity between reefs?,"Radford, Ben; Babcock, Russ; Van Niel, Kimberly; Done, Terry",2014,10.1111/jbi.12295,gen,gen_broadcaster,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,Central Indo-Pacific,none,0,0,0,0,0,0,0,0
A_0207,A_0207,Oceanographic and behavioural assumptions in models of the fate of coral and coral reef fish larvae,"Wolanski, Eric; Kingsford, Michael J.",2014,10.1098/rsif.2014.0209,gen,gen_broadcasting_scleractinian,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,Central Indo-Pacific,none,0,0,0,0,0,0,0,0
A_0258,A_0258,Modelling dispersal and connectivity of broadcast spawning corals at the global scale,"Wood, S.; Paris, C. B.; Ridgwell, A.; Hendy, E. J.",2014,10.1111/geb.12101,gen,gen_broadcasting_scleractinian,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,global; Central Indo-Pacific; Western Indo-Pacific; Eastern Indo-Pacific; Temperate Northern Pacific; Tropical Atlantic; Tropical Eastern Pacific; Temperate Southern Africa; Temperate Australasia; Temperate South America,empirical_cite,1,1,1,gen,gen,gen,1,1
A_0415,A_0415_01,Consistency and inconsistency in multispecies population network dynamics of coral reef ecosystems,"Holstein, Daniel M.; Paris, Claire B.; Mumby, Peter J.",2014,10.3354/meps10647,Orbicella,Orbicella annularis,Orbicella annularis,Orbicella,Merulinidae,Scleractinia,Hexacorallia,1,0,0,0,0,0,0,Tropical Atlantic; Temperate Northern Atlantic,none,0,0,0,0,0,0,0,0
A_0415,A_0415_02,Consistency and inconsistency in multispecies population network dynamics of coral reef ecosystems,"Holstein, Daniel M.; Paris, Claire B.; Mumby, Peter J.",2014,10.3354/meps10647,Porites,Porites astreoides,Porites astreoides,Porites,Poritidae,Scleractinia,Hexacorallia,1,0,0,0,0,0,0,Tropical Atlantic; Temperate Northern Atlantic,none,0,0,0,0,0,0,0,0
A_0429,A_0429_01,Numerical modelling and graph theory tools to study ecological connectivity in the Great Barrier Reef,"Thomas, Christopher J.; Lambrechts, Jonathan; Wolanski, Eric; Traag, Vincent A.; Blondel, Vincent D.; Deleersnijder, Eric; Hanert, Emmanuel",2014,10.1016/j.ecolmodel.2013.10.002,Goniastrea,Goniastrea retiformis,Goniastrea retiformis,Goniastrea,Merulinidae,Scleractinia,Hexacorallia,1,0,0,0,0,0,0,Central Indo-Pacific,empirical_cite,1,1,1,1,1,1,1,1
A_0429,A_0429_02,Numerical modelling and graph theory tools to study ecological connectivity in the Great Barrier Reef,"Thomas, Christopher J.; Lambrechts, Jonathan; Wolanski, Eric; Traag, Vincent A.; Blondel, Vincent D.; Deleersnijder, Eric; Hanert, Emmanuel",2014,10.1016/j.ecolmodel.2013.10.002,Acropora,Acropora gemmifera,Acropora gemmifera,Acropora,Acroporidae,Scleractinia,Hexacorallia,1,0,0,0,0,0,0,Central Indo-Pacific,empirical_cite,1,1,1,1,1,1,1,1
A_0429,A_0429_03,Numerical modelling and graph theory tools to study ecological connectivity in the Great Barrier Reef,"Thomas, Christopher J.; Lambrechts, Jonathan; Wolanski, Eric; Traag, Vincent A.; Blondel, Vincent D.; Deleersnijder, Eric; Hanert, Emmanuel",2014,10.1016/j.ecolmodel.2013.10.002,Platygyra,Platygyra daedalea,Platygyra daedalea,Platygyra,Merulinidae,Scleractinia,Hexacorallia,1,0,0,0,0,0,0,Central Indo-Pacific,empirical_cite,1,1,1,1,1,1,1,1
A_0429,A_0429_04,Numerical modelling and graph theory tools to study ecological connectivity in the Great Barrier Reef,"Thomas, Christopher J.; Lambrechts, Jonathan; Wolanski, Eric; Traag, Vincent A.; Blondel, Vincent D.; Deleersnijder, Eric; Hanert, Emmanuel",2014,10.1016/j.ecolmodel.2013.10.002,Acropora,Acropora millepora,Acropora millepora,Acropora,Acroporidae,Scleractinia,Hexacorallia,1,0,0,0,0,0,0,Central Indo-Pacific,empirical_cite,1,1,1,1,1,1,1,1
A_0435,A_0435,MODELLING ECOLOGICAL COMPLEXITY FOR MARINE SPECIES CONSERVATION: THE EFFECT OF VARIABLE CONNECTIVITY ON SPECIES SPATIAL DISTRIBUTION AND AGE-STRUCTURE,"Guizien, Katell; Bramanti, Lorenzo",2014,NA,Corallium,Corallium rubrum,Corallium rubrum,Corallium,Coralliidae,Scleralcyonacea,Octocorallia,1,0,0,0,0,0,0,Temperate Northern Atlantic,empirical_cite,1,1,1,1,1,1,0,1
A_0598,A_0598,"Genetic diversity, clonality and connectivity in the scleractinian coral Pocillopora damicornis: a multi-scale analysis in an insular, fragmented reef system","Adjeroud, Mehdi; Guerecheau, Aurelie; Vidal-Dupiol, Jeremie; Flot, Jean-Francois; Arnaud-Haond, Sophie; Bonhomme, Francois",2014,10.1007/s00227-013-2355-9,Pocillopora,Pocillopora damicornis,Pocillopora damicornis,Pocillopora,Pocilloporidae,Scleractinia,Hexacorallia,0,0,1,0,0,0,0,Eastern Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_0634,A_0634,Geographic differences in vertical connectivity in the Caribbean coral Montastraea cavernosa despite high levels of horizontal connectivity at shallow depths,"Serrano, X.; Baums, I. B.; O'Reilly, K.; Smith, T. B.; Jones, R. J.; Shearer, T. L.; Nunes, F. L. D.; Baker, A. C.",2014,10.1111/mec.12861,Montastraea,Montastraea cavernosa,Montastraea cavernosa,Montastraea,Montastraeidae,Scleractinia,Hexacorallia,0,0,1,0,0,0,0,Tropical Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_0693,A_0693_01,Increased local retention of reef coral larvae as a result of ocean warming,"Figueiredo, Joana; Baird, Andrew H.; Harii, Saki; Connolly, Sean R.",2014,10.1038/NCLIMATE2210,Cyphastrea,Cyphastrea japonica,Cyphastrea japonica,Cyphastrea,Merulinidae,Scleractinia,Hexacorallia,1,1,0,0,1,0,0,Central Indo-Pacific,own_data,1,1,1,1,1,1,0,NA
A_0693,A_0693_02,Increased local retention of reef coral larvae as a result of ocean warming,"Figueiredo, Joana; Baird, Andrew H.; Harii, Saki; Connolly, Sean R.",2014,10.1038/NCLIMATE2210,Favites,Favites stylifera,Favites stylifera,Favites,Merulinidae,Scleractinia,Hexacorallia,1,1,0,0,1,0,0,Central Indo-Pacific,own_data,1,1,1,1,1,1,0,NA
A_0693,A_0693_03,Increased local retention of reef coral larvae as a result of ocean warming,"Figueiredo, Joana; Baird, Andrew H.; Harii, Saki; Connolly, Sean R.",2014,10.1038/NCLIMATE2210,Acropora,Acropora millepora,Acropora millepora,Acropora,Acroporidae,Scleractinia,Hexacorallia,1,1,0,0,1,0,0,Central Indo-Pacific,own_data,1,1,1,1,1,1,0,NA
A_0908,A_0908,"Population genetic structure of the Pocillopora damicornis morphospecies along Ningaloo Reef, Western Australia","Thomas, L.; Kendrick, G. A.; Stat, M.; Travaille, K. L.; Shedrawi, G.; Kennington, W. J.",2014,10.3354/meps10893,Pocillopora,Pocillopora damicornis,Pocillopora damicornis,Pocillopora,Pocilloporidae,Scleractinia,Hexacorallia,0,0,1,0,0,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_0910,A_0910,Regional genetic differentiation among populations of Cladocora caespitosa in the Western Mediterranean,"Casado-Amezua, Pilar; Kersting, Diego K.; Templado, Jos; Machordom, Annie",2014,10.1007/s00338-014-1195-5,Cladocora,Cladocora caespitosa,Cladocora caespitosa,Cladocora,Cladocoridae,Scleractinia,Hexacorallia,0,0,1,0,0,0,0,Temperate Northern Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_0933,A_0933,"Fine-scale genetic structure in the surface brooding Caribbean octocoral, Antillogorgia elisabethae","Smilansky, Vanessa; Lasker, Howard R.",2014,10.1007/s00227-013-2385-3,Antillogorgia,Antillogorgia elisabethae,Antillogorgia elisabethae,Antillogorgia,Gorgoniidae,Malacalcyonacea,Octocorallia,0,0,1,0,0,0,0,Tropical Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_0939,A_0939,Embryogenesis and Larval Biology of the Cold-Water Coral Lophelia pertusa,"Larsson, Ann I.; Jarnegren, Johanna; Stromberg, Susanna M.; Dahl, Mikael P.; Lundalv, Tomas; Brooke, Sandra",2014,10.1371/journal.pone.0102222,Lophelia,Lophelia pertusa,Desmophyllum pertusum,Desmophyllum,Caryophylliidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Temperate Northern Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_1049,A_1049,Groups travel further: pelagic metamorphosis and polyp clustering allow higher dispersal potential in sun coral propagules,"Mizrahi, Damian; Navarrete, Sergio A.; Flores, Augusto A. V.",2014,10.1007/s00338-014-1135-4,Tubastraea,Tubastraea coccinea,Tubastraea coccinea,Tubastraea,Dendrophylliidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Temperate South America,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_1379,A_1379_01,Coral Settlement on Oil/Gas Platforms in the Northern Gulf of Mexico: Preliminary Evidence of Rarity,"Sammarco, P. W.; Atchison, A. D.; Boland, G. S.",2014,NA,Tubastraea,Tubastraea coccinea,Tubastraea coccinea,Tubastraea,Dendrophylliidae,Scleractinia,Hexacorallia,0,1,0,0,0,0,1,Temperate Northern Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_1379,A_1379_02,Coral Settlement on Oil/Gas Platforms in the Northern Gulf of Mexico: Preliminary Evidence of Rarity,"Sammarco, P. W.; Atchison, A. D.; Boland, G. S.",2014,NA,Madracis,Madracis decactis,Madracis decactis,Madracis,Pocilloporidae,Scleractinia,Hexacorallia,0,1,0,0,0,0,1,Temperate Northern Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_1379,A_1379_03,Coral Settlement on Oil/Gas Platforms in the Northern Gulf of Mexico: Preliminary Evidence of Rarity,"Sammarco, P. W.; Atchison, A. D.; Boland, G. S.",2014,NA,Montastraea,Montastraea unidentified,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,Temperate Northern Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_1410,A_1410_01,Reproductive strategies of two invasive sun corals (Tubastraea spp.) in the southwestern Atlantic,"de Paula, Alline Figueira; Pires, Debora de Oliveira; Creed, Joel Christopher",2014,10.1017/S0025315413001446,Tubastraea,Tubastraea coccinea,Tubastraea coccinea,Tubastraea,Dendrophylliidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Temperate South America,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_1410,A_1410_02,Reproductive strategies of two invasive sun corals (Tubastraea spp.) in the southwestern Atlantic,"de Paula, Alline Figueira; Pires, Debora de Oliveira; Creed, Joel Christopher",2014,10.1017/S0025315413001446,Tubastraea,Tubastraea tagusensis,Tubastraea tagusensis,Tubastraea,Dendrophylliidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Temperate South America,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_1613,A_1613,Regional population structure of Montipora capitata across the Hawaiian Archipelago,"Concepcion, G. T.; Baums, I. B.; Toonen, R. J.",2014,10.5343/bms.2012.1109,Montipora,Montipora capitata,Montipora capitata,Montipora,Acroporidae,Scleractinia,Hexacorallia,0,0,1,0,0,0,0,Eastern Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_1877,A_1877_01,Population connectivity and species diversity of Pacific coral reefs,"Boulay, Jennifer N.",2014,NA,Porites,Porites lobata,Porites lobata,Porites,Poritidae,Scleractinia,Hexacorallia,0,0,1,0,0,0,0,Tropical Eastern Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_1877,A_1877_02,Population connectivity and species diversity of Pacific coral reefs,"Boulay, Jennifer N.",2014,NA,Acropora,Acropora unidentified_2,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_2224,A_2224,Global ocean conveyor lowers extinction risk in the deep sea,"Henry, Lea-Anne; Frank, Norbert; Hebbeln, Dierk; Wienberg, Claudia; Robinson, Laura; van de Flierdt, Tina; Dahl, Mikael; Douarin, Melanie; Morrison, Cheryl L.; Lopez Correa, Matthias; Rogers, Alex D.; Ruckelshausen, Mario; Roberts, J. Murray",2014,10.1016/j.dsr.2014.03.004,Lophelia,Lophelia pertusa,Desmophyllum pertusum,Desmophyllum,Caryophylliidae,Scleractinia,Hexacorallia,1,0,1,0,0,0,0,Temperate Northern Atlantic; Tropical Atlantic; Temperate South America,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_2354,A_2354,Evolutionary genetics of Pocillopora corals,"Combosch, David J.",2014,NA,Pocillopora,Pocillopora damicornis,Pocillopora damicornis,Pocillopora,Pocilloporidae,Scleractinia,Hexacorallia,0,0,1,0,0,0,0,Tropical Eastern Pacific; Eastern Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_2831,A_2831,Variation in the transcriptional response of threatened coral larvae to elevated temperatures,Baums,2014,NA,Acropora,Acropora palmata,Acropora palmata,Acropora,Acroporidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Tropical Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_2835,A_2835,"The Effects of Elevated Ocean Acidity and Temperature on the Physiological Integrity of the Larvae of the Cauliflower Coral, Pocillopora damicornis","Rivest, Emily Bethana",2014,NA,Pocillopora,Pocillopora damicornis,Pocillopora damicornis,Pocillopora,Pocilloporidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Eastern Indo-Pacific; Central Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3648,A_3648,Strong Natural Selection on Juveniles Maintains a Narrow Adult Hybrid Zone in a Broadcast Spawner,"Prada, Carlos; Hellberg, Michael E.",2014,10.1086/678403,Eunicea,Eunicea flexuosa,Eunicea flexuosa,Eunicea,Plexauridae,Malacalcyonacea,Octocorallia,0,0,1,0,0,0,0,Tropical Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3665,A_3665,Responses of the Metabolism of the Larvae of Pocillopora damicornis to Ocean Acidification and Warming,"Rivest, Emily B.; Hofmann, Gretchen E.",2014,10.1371/journal.pone.0096172,Pocillopora,Pocillopora damicornis,Pocillopora damicornis,Pocillopora,Pocilloporidae,Scleractinia,Hexacorallia,0,1,0,0,1,0,0,Eastern Indo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3672,A_3672_01,"Detection and mapping of cold-water coral mounds and living Lophelia reefs in the Galicia Bank, Atlantic NW Iberia margin","Somoza, Luis; Ercilla, Gemma; Urgorri, Victoriano; Leon, Ricardo; Medialdea, Teresa; Paredes, Manuel; Gonzalez, Francisco J.; Nombela, Miguel A.",2014,10.1016/j.margeo.2013.12.017,Lophelia,Lophelia pertusa,Desmophyllum pertusum,Desmophyllum,Caryophylliidae,Scleractinia,Hexacorallia,0,1,0,0,0,0,1,Temperate Northern Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3672,A_3672_02,"Detection and mapping of cold-water coral mounds and living Lophelia reefs in the Galicia Bank, Atlantic NW Iberia margin","Somoza, Luis; Ercilla, Gemma; Urgorri, Victoriano; Leon, Ricardo; Medialdea, Teresa; Paredes, Manuel; Gonzalez, Francisco J.; Nombela, Miguel A.",2014,10.1016/j.margeo.2013.12.017,Madrepora,Madrepora oculata,Madrepora oculata,Madrepora,Madreporidae,Scleractinia,Hexacorallia,0,0,0,0,0,0,1,Temperate Northern Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_3673,A_3673,"Discovering Mediterranean black coral forests: Parantipathes larix (Anthozoa: Hexacorallia) in the Tuscan Archipelago, Italy","Bo, M.; Canese, S.; Bavestrello, G.",2014,10.1080/11250003.2013.859750,Parantipathes,Parantipathes larix,Parantipathes larix,Parantipathes,Schizopathidae,Antipatharia,Hexacorallia,0,1,0,0,0,0,1,Temperate Northern Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
